"INF06_01","INF06_02","INF06_03","INF24_01","INF24_02","INF24_03","INF48_01","INF48_02","INF48_03","CON06_01","CON06_02","CON06_03","CON24_01","CON24_02","CON24_03","CON48_01","CON48_02","CON48_03"
3594,3661,3661,3726,3172,3128,3757,4152,4428,3409,4090,4090,3266,3196,3252,2876,3015,3012
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0
150,339,339,79,229,123,387,262,464,0,429,429,0,62,313,176,305,220
384,366,366,391,341,0,0,0,0,317,0,0,387,0,0,251,313,0
949,1062,1062,1358,815,1153,1129,1100,1156,1087,1070,1070,979,677,735,10077,853,700
0,0,0,0,0,0,0,0,0,0,46,46,0,1457,0,479,2,0
246,275,275,234,0,12694,132,273,0,0,298,298,216,0,197,0,181,238
186,118,118,450,340,207,210,401,126,106,0,0,299,298,697,17095,435,553
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,292,516,0,329,611,0,0,0,0,496,0,0,0,326,0
0,0,0,0,42,50,0,61,0,0,0,0,0,0,0,0,15,0
1515,1330,1330,2016,2463,2565,1439,1393,1277,1611,1698,1698,0,2149,2510,0,2842,3061
723,0,0,399,0,0,610,103,0,211,736,736,0,0,638,84,0,0
22606,9268,9268,6542,12471,14611,3451,19657,12450,8680,31787,31787,17271,15496,18369,17472,19051,12701
0,0,0,0,0,0,0,0,0,0,0,0,149,0,21,0,0,0
0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0,1712,1712,512,1014,729,0,1053,991,0,492,492,1107,1219,368,1157,0,989
334,0,0,42,4345,2363,7905,8411,6557,4911,6014,6014,0,62,103,9914,6236,8947
0,2,2,0,0,0,0,0,0,0,7,7,12,0,0,0,0,0
108,114,114,79,0,185,0,38,137,38,0,0,0,0,175,194,137,277
466,510,510,0,112,54,1338,245,47,389,64,64,266,75,1916,1071,371,139
206,210,210,113,71,0,0,0,119,179,0,0,0,126,0,181,130,0
1598,1701,1701,2063,2065,0,1019,1036,0,1492,0,0,0,0,1837,0,635,1878
0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0
280,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,100,0
0,0,0,284,0,115,7,0,0,0,0,0,0,0,0,3,0,0
0,0,0,237,0,0,465,0,0,521,285,285,0,0,0,0,227,147
0,0,0,93,0,0,0,0,0,0,810,810,0,51,0,0,0,0
349,423,423,324,189,674,504,514,333,88,256,256,326,0,94,126,574,176
0,557,557,252,279,144,0,0,376,543,0,0,465,135,172,286,198,265
267,296,296,419,679,462,256,298,203,255,102,102,416,327,399,326,359,329
408,0,0,442,379,49,195,377,363,274,256,256,0,0,349,176,179,416
318,518,518,1047,989,986,713,526,756,424,410,410,811,882,703,568,978,1095
27,0,0,0,0,58,70,0,53,48,0,0,19,0,22,28,23,0
0,114,114,108,98,0,0,89,0,0,0,0,75,0,0,0,0,0
432,0,0,0,351,25,0,0,2440,474,0,0,814,0,738,0,888,880
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
665,307,307,699,318,0,749,782,556,597,760,760,294,568,292,492,0,0
164,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,31,0,169,0,36,2,2,113,57,42,104,119,59
0,0,0,10,0,0,0,151,2991,0,0,0,0,0,0,0,0,0
0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,64,0,0,0,0,30,0,0,0,0,0,0,0,0
0,0,0,410,0,579,0,411,284,0,0,0,1003,1074,1657,2419,752,767
0,0,0,0,63,216,0,0,0,0,0,0,0,0,116,0,0,0
263,138,138,0,0,0,234,101,137,224,238,238,214,0,139,165,110,0
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,3,0,0
226,230,230,216,173,374,0,175,240,187,254,254,369,457,246,204,217,0
291,283,283,853,720,775,432,373,478,337,286,286,795,820,631,920,896,925
1585,0,0,142,0,0,0,1017,0,492,2146,2146,0,0,0,0,0,141
0,0,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,112
0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
0,0,0,95,0,0,0,0,0,54,0,0,0,68,0,0,0,0
0,0,0,0,22,0,15,95,0,0,0,0,0,0,0,0,0,0
124,180,180,264,233,253,153,173,268,187,147,147,262,258,134,220,201,275
0,0,0,18,266,0,0,0,0,0,0,0,41,0,0,0,0,0
789,879,879,460,338,548,758,633,749,1116,830,830,612,528,595,850,690,550
0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22,0,0,15,0,0,0,0,0,0,0,0
0,74,74,103,74,93,68,0,0,17,0,0,271,98,0,0,0,0
1729,1959,1959,3036,529,747,809,939,516,1103,217,217,1096,439,956,1690,696,452
0,173,173,0,248,0,167,176,145,72,0,0,248,299,0,233,172,260
416,1994,1994,1504,1327,247,1434,1366,1148,1937,302,302,217,1417,1629,1272,0,1223
0,45,45,64,54,292,0,141,0,88,153,153,302,116,146,0,159,375
0,325,325,39,0,0,0,0,0,0,0,0,41,0,0,231,0,0
138,0,0,0,0,304,0,235,255,196,0,0,250,409,362,323,348,326
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,390,390,1067,1206,1149,416,1426,451,1841,43828,43828,445,270,1037,368,1822,282
458,0,0,562,0,357,329,598,609,0,0,0,0,18,886,0,0,0
0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,54,0,59,0,0,0,56,0,0,0,104,84
1812,956,956,1003,4173,3379,2275,4960,1476,1924,1016,1016,2700,1540,1114,3234,6351,2891
1555,877,877,0,0,1780,2062,0,0,0,0,0,1864,627,1203,619,0,790
290,625,625,706,1118,310,758,800,763,1167,698,698,989,806,226,813,218,582
369,332,332,460,0,0,182,582,329,0,614,614,0,864,499,349,0,0
0,0,0,0,217,97,0,98,55,0,64,64,492,560,169,0,0,179
0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0
0,112,112,0,0,167,0,0,0,166,0,0,158,0,0,0,0,176
0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0
0,0,0,480,0,253,0,371,53,2,63,63,0,0,296,0,0,0
494,242,242,646,657,101,399,0,630,287,725,725,0,457,308,879,447,0
0,0,0,0,80,0,220,214,164,65,153,153,96,166,164,143,225,0
541,512,512,345,255,319,423,599,1133,441,681,681,326,313,404,175,233,240
0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,65,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
415,178,178,63,450,0,0,330,126,129,713,713,407,328,123,207,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,0
180,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,250,250,0,313,208,334,306,367,322,0,0,136,285,189,134,0,134
0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
670,731,731,70,872,828,193,83,295,564,475,475,440,75,69,523,1257,1169
0,129,129,0,0,0,0,100,0,5070,0,0,0,82,192,0,0,99
0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,225,225,0,0,5,0,0,0
0,104,104,0,0,159,158,128,82,137,126,126,129,0,131,130,199,115
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,412,412,246,0,97,0,296,447,0,0,0,363,345,0,0,357,210
0,0,0,0,24,0,106,0,0,99,0,0,0,119,0,178,0,666
224,0,0,134,0,0,841,0,0,0,240,240,139,0,0,111,0,170
68,0,0,0,94,0,0,0,0,0,0,0,103,0,0,0,204,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
50,0,0,0,71,0,59,122,104,75,83,83,118,0,0,0,126,75
95,100,100,0,144,74,156,0,160,217,191,191,0,0,173,211,0,161
12755,8988,8988,14190,16608,17311,7719,7041,6153,11531,9512,9512,11666,11968,13856,8885,10238,9893
0,0,0,64,0,1469,0,57,0,0,46,46,80,0,0,0,0,0
1711,2286,2286,5499,5076,6680,0,2941,3419,2455,2558,2558,5522,5069,5685,6142,6754,6508
20569,25150,25150,22400,23514,13753,24634,26207,16599,20573,17215,17215,30455,9900,23999,2779,14148,18884
91,0,0,0,0,0,96,0,0,0,87,87,0,0,0,0,0,70
49,251,251,0,0,0,0,0,0,0,216,216,0,0,0,0,0,98
2639,6671,6671,7728,5649,2788,6405,4655,1826,1266,6045,6045,2868,4496,8947,5278,1476,1492
0,19,19,106,107,0,78,0,69,93,0,0,19,0,0,0,171,0
29,232,232,210,0,0,0,4,210,42,398,398,0,21,352,147,328,141
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0
172,477,477,0,192,0,292,0,401,442,312,312,250,260,0,247,236,132
246,0,0,8,0,0,10,0,49,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
102,0,0,1147,457,251,186,196,194,0,119,119,217,103,381,200,528,191
0,0,0,0,374,0,0,0,245,0,0,0,0,0,0,615,0,0
0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0
542,233,233,306,620,266,474,298,480,476,808,808,441,383,0,236,343,1195
255,349,349,156,387,0,0,127,103,76,0,0,220,0,233,0,0,120
186,0,0,8,48,161,0,0,200,833,104,104,0,131,191,169,188,128
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,99,0,104
0,411,411,308,0,0,0,0,0,0,0,0,0,0,0,0,309,0
0,2842,2842,1391,1596,1196,2749,1454,2732,4325,3124,3124,1420,1659,2328,1191,1463,1482
0,0,0,227,0,0,0,0,0,0,0,0,187,173,0,0,0,0
0,0,0,0,0,216,0,0,0,0,0,0,0,256,0,142,200,0
0,1154,1154,0,58,0,452,0,9,54,70,70,85,218,103,0,0,0
0,0,0,4188,4186,303,1264,0,0,0,0,0,0,3792,4304,1677,3397,10438
1290,641,641,1013,953,4667,4937,3600,2064,2622,614,614,2651,1773,1719,904,3212,1628
1350,1528,1528,2254,2251,2339,1953,1731,2097,4591,1462,1462,2164,2168,2166,2023,2330,2540
0,143,143,80,61,66,99,122,104,0,89,89,64,0,35,0,87,0
0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
769,779,779,1098,1135,752,594,883,825,54,338,338,1587,626,627,2605,1078,146
242,1906,1906,2351,0,460,2282,357,206,1732,2171,2171,659,2451,2871,771,2261,1254
0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
405,365,365,278,259,260,274,297,333,318,283,283,309,271,301,271,242,302
335,0,0,938,966,1290,902,894,866,594,234,234,1238,0,0,724,0,0
3573,2504,2504,2772,2475,2217,2363,2542,2486,2253,2577,2577,2785,2788,2792,1878,2627,2760
321,324,324,0,370,395,0,0,365,0,0,0,439,442,410,296,2504,551
1470,2096,2096,1265,1782,371,1918,769,1802,1523,1066,1066,1004,1070,1187,1769,364,1626
0,0,0,213,228,65,0,0,56,0,0,0,7,76,85,0,142,0
222,277,277,199,241,273,245,0,0,280,217,217,248,207,242,329,304,304
137,186,186,216,502,470,0,485,1215,0,0,0,409,1923,0,0,265,1914
32,0,0,0,0,0,44,32,37,0,34,34,0,35,0,0,0,860
599,682,682,436,488,513,442,599,594,541,562,562,236,0,424,292,206,0
199,0,0,0,0,0,0,513,90,0,0,0,0,0,439,0,0,0
0,265,265,0,489,0,0,626,0,382,0,0,0,0,580,0,236,237
0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0
0,710,710,356,0,815,321,567,243,439,221,221,785,912,978,0,909,346
0,143,143,308,0,0,0,0,169,0,0,0,184,122,0,0,365,0
0,0,0,0,0,0,44,39,0,0,0,0,35,64,0,0,35,62
51,289,289,113,122,87,117,108,71,115,283,283,0,137,96,228,134,191
1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,0,0,0,16,0,0,0,0,0,0,37,27,39
73094,61018,61018,30505,62637,36169,62904,22650,15174,68177,42813,42813,39005,48220,39727,13336,97453,63159
417,363,363,806,701,711,456,403,398,394,424,424,707,757,855,741,942,930
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,387,178,0,375,0,0,250,250,365,0,0,237,167,172
470,212,212,247,115,0,0,155,82,285,367,367,0,0,1722,435,1751,2003
0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,47,0
0,157,157,0,164,145,73,74,0,0,151,151,56,110,170,0,172,0
608,358,358,902,821,732,1050,267,1086,0,1022,1022,302,47,0,570,766,0
1207,1174,1174,0,273,814,336,0,25,0,1230,1230,827,819,0,945,734,0
0,2953,2953,5154,1456,2838,3910,4222,3486,0,0,0,4825,4727,3979,3120,3308,606
297,0,0,0,0,0,303,0,0,248,0,0,0,0,0,0,0,0
257,344,344,174,359,194,0,261,0,219,0,0,377,0,0,0,383,394
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,44,5,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
0,786,786,550,496,592,701,322,647,427,676,676,458,565,0,318,791,526
0,356,356,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,294,0,275,66,0,0,0,194,214,0,692,632
0,0,0,518,457,474,1239,632,0,830,435,435,0,338,217,863,524,0
15,127,127,2262,0,45,0,55,189,0,90,90,93,63,56,209,18,124
359,0,0,0,288,289,304,385,273,0,0,0,0,136,0,0,276,0
654,158,158,333,433,508,456,499,637,490,399,399,306,460,621,177,530,287
827,824,824,1027,1084,1068,795,827,706,857,611,611,832,1144,734,1108,1065,1172
133,420,420,390,257,310,0,0,9,0,217,217,0,594,0,334,851,0
0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0
73,97,97,362,0,113,264,0,77,3,0,0,0,0,116,0,291,0
64,57,57,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,1074,1074,2259,3190,1524,2345,1642,562,1534,1510,1510,1532,1256,2284,766,1096,2525
263,268,268,246,134,155,298,270,106,149,216,216,0,0,0,0,0,0
0,140,140,0,221,0,208,0,0,0,0,0,0,0,0,188,0,0
399,183,183,411,305,617,496,268,324,298,525,525,256,266,503,645,446,309
54,78,78,58,59,0,0,0,0,0,0,0,56,0,0,0,0,0
140,103,103,0,138,66,160,141,0,163,152,152,0,58,126,38,0,145
184,207,207,46,0,50,0,179,41,201,191,191,59,0,236,0,80,246
180,401,401,264,268,357,80,98,80,0,0,0,87,208,36,41,94,64
669,1804,1804,0,463,667,1106,120,477,808,1534,1534,528,0,0,0,229,259
0,0,0,1783,1600,265,1205,1460,3,1423,0,0,2169,0,1826,0,0,1815
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,0,0,0,170,0,149,158,0,0,0,0,139,0,153,0,193,165
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,62,0,92,188,188,0,0,0,0,0,77
591,793,793,750,537,573,799,580,602,429,473,473,565,484,610,410,632,573
5,0,0,147,0,0,0,86,203,115,204,204,0,0,0,0,153,96
390,769,769,258,51,24299,281,589,513,531,125,125,724,623,219,450,277,0
398,367,367,771,184,406,418,413,311,282,307,307,424,441,0,0,535,1851
0,0,0,0,0,0,0,0,0,0,23,23,22,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,79,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0
0,74,74,164,0,196,129,0,14,133,0,0,0,5,239,198,113,0
260,0,0,203,284,191,307,343,0,0,0,0,239,146,79,172,175,65
66,67,67,0,0,92,0,0,62,0,0,0,0,0,66,58,0,0
0,30,30,180,0,180,155,0,88,110,15,15,186,0,190,65,201,184
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,47,103,0,0,0,162,0,0,0,181,0,73,0,0,0
2417,2436,2436,1137,1040,632,2368,2303,1433,1090,1752,1752,2063,1929,1029,735,1472,25952
0,1616,1616,4,0,1798,954,1068,0,1775,0,0,0,0,584,926,0,0
0,0,0,0,0,0,0,38,83,63,0,0,0,0,0,24,0,0
314,338,338,768,602,555,506,479,329,47,172,172,648,616,581,440,605,646
0,199,199,0,0,646,0,0,212,0,265,265,0,0,0,0,0,781
85,49,49,105,87,117,0,72,47,0,62,62,0,93,121,113,105,0
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,22,22,7,0,0,0,0,0,126,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,96,96,0,0,0,0,0,0
0,109,109,0,104,0,115,119,0,181,0,0,145,65,111,0,150,102
85,0,0,964,232,446,101,60,0,0,104,104,619,51,775,354,302,0
0,98,98,257,74,343,0,0,0,0,0,0,0,189,233,0,0,0
0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
7452,7327,7327,0,6670,7991,3635,6658,3651,5062,6310,6310,8231,2746,7255,3160,0,7579
463,702,702,393,389,669,1141,982,458,780,391,391,310,749,978,450,760,811
407,0,0,37,389,10,271,317,0,114,0,0,0,172,0,0,0,196
235,471,471,193,0,109,176,0,0,0,113,113,48,145,165,0,172,119
552,3256,3256,459,0,0,0,473,247,545,0,0,195,0,0,401,193,0
0,130,130,0,0,30,0,0,86,207,0,0,1124,123,87,0,0,344
8492,8291,8291,7047,6204,6253,8665,11926,10404,7853,9219,9219,6598,8189,6688,5673,6778,6306
4771,5161,5161,3784,499,231,5274,5384,5241,65,584,584,4209,4391,3490,4167,4094,352
0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
426,379,379,566,510,297,435,444,361,490,495,495,251,541,567,0,0,0
58,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,0,0,850,621,0,565,353,151,645,37,37,0,4583,756,743,851,705
591,255,255,0,0,603,439,369,0,346,0,0,726,0,0,0,741,812
0,0,0,0,0,0,1522,0,0,0,34,34,15,0,0,0,0,0
477,539,539,274,436,624,398,798,617,518,814,814,311,507,496,519,475,517
174,221,221,0,0,0,252,233,141,0,94,94,0,123,0,0,116,0
2706,3206,3206,3288,2431,2546,2791,2598,3873,1504,2741,2741,2792,2762,3175,1711,4402,2495
0,0,0,695,0,0,0,0,0,1655,0,0,0,0,0,0,836,0
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
0,3023,3023,1974,2117,2266,2981,1420,2083,1386,2196,2196,169,2993,1919,0,1585,1168
0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,13,0,0,80,0,161,0,0,0,151,0,213,0,76,0
448,0,0,0,0,0,0,0,0,0,3,3,0,0,249,163,0,0
988,1123,1123,402,383,352,608,664,642,915,862,862,244,401,278,0,0,0
0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,39,0,0,0,0,0,0,42,0,0,0,0,79,0,0,0
0,0,0,0,216,35,0,124,0,159,0,0,0,0,0,380,0,0
0,0,0,0,210,263,93,0,83,0,0,0,0,161,248,0,323,0
0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,106,0,0,0
561,274,274,0,348,172,474,169,411,0,521,521,199,0,593,409,455,477
1662,0,0,7221,5605,509,420,540,495,0,192,192,4278,3642,0,3137,4654,5374
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0
76,136,136,0,103,0,0,123,0,0,53,53,70,0,122,91,65,0
469,0,0,0,0,0,0,60,0,0,0,0,77,63,84,0,105,40
8817,7082,7082,8098,3957,94,4401,3034,9605,180,12394,12394,6091,5835,4097,6671,4000,10320
100,121,121,0,0,0,0,106,0,207,37,37,146,0,142,0,0,92
91,0,0,61,0,60,72,63,0,118,157,157,0,0,0,0,0,0
0,0,0,5,79,0,122,0,0,0,0,0,0,0,0,449,0,0
0,0,0,492,0,0,448,132,0,110,0,0,219,0,158,0,0,0
80,589,589,403,42,591,425,131,34,504,463,463,96,236,597,482,623,340
475,0,0,338,182,254,77,454,77,291,0,0,95,244,0,393,361,182
0,109,109,0,159,169,94,111,94,0,115,115,157,191,161,0,0,0
0,0,0,0,0,0,153,0,0,0,0,0,436,0,0,0,0,0
0,2376,2376,7563,2988,7134,3044,6559,6750,5313,2396,2396,3468,7748,7827,3132,5224,4613
382,459,459,2495,1723,1639,1337,1140,1469,266,374,374,1321,1388,1300,550,2046,1783
0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0
24,56,56,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
0,0,0,3689,0,0,0,0,0,0,0,0,0,0,0,0,1899,0
348,236,236,0,1453,857,0,459,0,0,0,0,932,1032,70,3,0,917
1351,879,879,2218,2171,3056,2791,3012,2172,2445,2528,2528,2070,203,1345,400,1316,2973
0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,379,0,0
0,133,133,409,0,0,0,0,0,0,0,0,0,500,0,471,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1115,963,963,1614,1247,1246,1095,1187,1266,1071,1137,1137,1779,1769,1445,1458,1817,1737
8017,8058,8058,7536,7121,6774,8605,8362,8931,6808,8086,8086,8882,9085,8926,5425,7860,6978
0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4082,4593,4593,8211,7475,7239,5920,5920,6314,4572,4993,4993,7357,6738,7699,7028,8663,7933
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,0
1069,1088,1088,1127,935,1107,887,1042,1100,971,909,909,1485,1394,1531,955,1170,1038
0,0,0,34,166,221,123,107,0,86,229,229,128,205,144,0,0,222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72,72,0,115,0,0,0,0,0,0,0,0,0,77,0,0,0
0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0
121,121,121,0,56,0,49,49,39,136,109,109,0,0,54,0,0,0
0,295,295,217,251,0,0,205,181,313,0,0,267,0,0,340,130,0
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,198,198,141,89,54,101,0,0,0,0,0,0,133,79,0,132,0
0,0,0,0,36,0,0,0,0,67,0,0,0,95,0,0,136,0
621,614,614,406,533,534,0,0,206,0,315,315,0,755,739,679,578,600
47,1138,1138,321,967,1036,677,1163,80,795,0,0,293,141,1233,1156,257,0
0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
63,69,69,190,485,316,0,82,91,113,0,0,0,58,259,7,0,50
55,271,271,0,204,412,33,227,284,154,113,113,0,332,171,225,338,204
0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,2,0,336
64,3,3,0,530,471,39,523,0,74,63,63,0,0,68,171,177,614
0,81,81,0,0,0,0,0,77,0,0,0,0,0,102,128,0,36
939,947,947,301,524,0,539,584,594,1081,700,700,783,647,847,694,402,659
0,256,256,0,0,0,363,372,306,29,227,227,814,829,362,0,0,0
58,53,53,174,74,71,77,52,72,44,107,107,0,0,32,0,92,59
869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,2272
0,303,303,336,228,337,221,211,189,6655,312,312,295,291,472,0,358,391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,108,108,297,0,136,0,0,0,2,240,240,0,132,238,185,214,0
0,0,0,0,0,436,262,358,107,5,529,529,414,300,17491,485,75,4
0,105,105,77,0,0,0,0,0,0,0,0,0,0,115,0,0,91
0,0,0,0,0,0,181,32,51,0,0,0,0,0,23,0,0,0
0,0,0,0,0,0,145,0,0,104,0,0,0,92,0,0,0,117
0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,84,84,804,196,0,118,146,142,583,230,230,0,0,0,1265,790,239
471,0,0,446,428,160,365,454,98,245,236,236,459,285,514,413,663,51
0,487,487,495,357,443,513,314,253,486,679,679,556,283,306,352,95,0
0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
525,586,586,659,589,579,3,0,579,508,553,553,691,637,660,571,627,703
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,109,0,0,0,0,0,0,0,0,45,124,0,0,0
450,453,453,114,92,268,357,218,235,325,503,503,263,457,571,290,261,221
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2069,2621,2621,787,0,1627,3059,2861,2107,1087,0,0,2136,276,0,367,3286,4125
0,46,46,38,0,42,58,0,0,49,0,0,0,55,0,67,0,0
197,0,0,0,134,226,0,0,0,167,77,77,0,242,246,332,238,206
0,0,0,0,190,0,117,140,94,0,143,143,204,181,41,0,0,0
1362,1402,1402,3432,2789,12275,1978,2388,2396,1195,1311,1311,2881,3099,2784,2069,2824,3218
0,152,152,58,114,164,0,116,0,0,0,0,286,139,0,143,102,112
0,0,0,16,0,129,0,0,117,0,0,0,0,0,68,0,0,0
0,203,203,0,0,234,0,81,189,177,0,0,0,135,0,0,86,240
0,440,440,480,0,0,773,0,395,0,0,0,0,0,102,0,0,0
0,0,0,319,0,0,229,0,56,0,0,0,0,219,355,0,159,0
0,133,133,218,119,0,200,220,383,0,167,167,72,648,533,0,445,466
53,1663,1663,2344,1999,2102,1753,1295,1659,1032,1542,1542,2095,1770,2157,2544,2144,2514
184,204,204,409,608,560,241,209,500,294,310,310,89,374,528,584,351,0
413,606,606,328,688,591,699,754,740,245,429,429,710,584,629,287,571,616
0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,0,0
0,35,35,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0
117,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0
93,96,96,109,0,0,0,0,0,0,0,0,91,89,0,0,0,0
121,403,403,415,772,294,636,404,462,289,239,239,203,296,1926,716,174,568
